event_id,event_type,target_type,target_id,start,end,severity,payload
SCN_WE_EDGE_AIR_NODE_019_NODE_099_20250803,weather_shutdown,edge,EDGE_AIR_NODE_019_NODE_099,2025-08-03,2025-08-04,0.6881540380031654,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_088_20250803,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_088,2025-08-03,2025-08-05,0.9862178370407944,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_049_NODE_091_20250803,weather_shutdown,edge,EDGE_AIR_NODE_049_NODE_091,2025-08-03,2025-08-05,0.9560654078502175,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_024_NODE_083_20250803,weather_shutdown,edge,EDGE_AIR_NODE_024_NODE_083,2025-08-03,2025-08-04,0.9479857625210218,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_043_NODE_071_20250803,weather_shutdown,edge,EDGE_AIR_NODE_043_NODE_071,2025-08-03,2025-08-05,0.8283496743051448,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_056_20250803,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_056,2025-08-03,2025-08-04,0.7569843007889903,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_037_NODE_087_20250803,weather_shutdown,edge,EDGE_AIR_NODE_037_NODE_087,2025-08-03,2025-08-05,0.7909731879807048,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_091_NODE_096_20250803,weather_shutdown,edge,EDGE_AIR_NODE_091_NODE_096,2025-08-03,2025-08-04,0.7441263932210148,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_008_NODE_074_20250803,weather_shutdown,edge,EDGE_AIR_NODE_008_NODE_074,2025-08-03,2025-08-04,0.863826184792297,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_016_NODE_043_20250803,weather_shutdown,edge,EDGE_AIR_NODE_016_NODE_043,2025-08-03,2025-08-05,0.8618174538800643,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_022_20250804,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_022,2025-08-04,2025-08-06,0.6164575735175245,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_003_NODE_092_20250804,weather_shutdown,edge,EDGE_AIR_NODE_003_NODE_092,2025-08-04,2025-08-05,0.7679773820263003,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_025_NODE_087_20250804,weather_shutdown,edge,EDGE_AIR_NODE_025_NODE_087,2025-08-04,2025-08-05,0.6272402611131132,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_020_NODE_083_20250804,weather_shutdown,edge,EDGE_AIR_NODE_020_NODE_083,2025-08-04,2025-08-06,0.6614702618585421,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_000_NODE_075_20250804,weather_shutdown,edge,EDGE_AIR_NODE_000_NODE_075,2025-08-04,2025-08-05,0.9288933956378764,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_066_NODE_091_20250804,weather_shutdown,edge,EDGE_AIR_NODE_066_NODE_091,2025-08-04,2025-08-05,0.8114545773687197,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_036_NODE_081_20250804,weather_shutdown,edge,EDGE_AIR_NODE_036_NODE_081,2025-08-04,2025-08-06,0.6656239195632914,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_000_NODE_010_20250804,weather_shutdown,edge,EDGE_AIR_NODE_000_NODE_010,2025-08-04,2025-08-05,0.6224973346267358,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_004_NODE_018_20250804,weather_shutdown,edge,EDGE_AIR_NODE_004_NODE_018,2025-08-04,2025-08-06,0.995118639784925,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_094_NODE_099_20250804,weather_shutdown,edge,EDGE_AIR_NODE_094_NODE_099,2025-08-04,2025-08-05,0.8883731133539037,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_045_NODE_069_20250804,weather_shutdown,edge,EDGE_AIR_NODE_045_NODE_069,2025-08-04,2025-08-05,0.8943309817926335,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_011_NODE_013_20250804,weather_shutdown,edge,EDGE_AIR_NODE_011_NODE_013,2025-08-04,2025-08-06,0.9399713426412413,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_056_NODE_083_20250804,weather_shutdown,edge,EDGE_AIR_NODE_056_NODE_083,2025-08-04,2025-08-05,0.7278377599074537,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_056_NODE_091_20250806,weather_shutdown,edge,EDGE_AIR_NODE_056_NODE_091,2025-08-06,2025-08-07,0.9248080039916154,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_009_NODE_042_20250806,weather_shutdown,edge,EDGE_AIR_NODE_009_NODE_042,2025-08-06,2025-08-07,0.8038437150220007,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_066_20250806,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_066,2025-08-06,2025-08-08,0.8282010976583466,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_015_NODE_031_20250806,weather_shutdown,edge,EDGE_AIR_NODE_015_NODE_031,2025-08-06,2025-08-08,0.8993348181917347,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_023_NODE_093_20250806,weather_shutdown,edge,EDGE_AIR_NODE_023_NODE_093,2025-08-06,2025-08-07,0.7041609852460428,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_038_NODE_092_20250806,weather_shutdown,edge,EDGE_AIR_NODE_038_NODE_092,2025-08-06,2025-08-07,0.7120603349921828,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_071_NODE_095_20250806,weather_shutdown,edge,EDGE_AIR_NODE_071_NODE_095,2025-08-06,2025-08-08,0.9228680962772842,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_061_NODE_099_20250806,weather_shutdown,edge,EDGE_AIR_NODE_061_NODE_099,2025-08-06,2025-08-08,0.8910424124587206,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_070_NODE_087_20250806,weather_shutdown,edge,EDGE_AIR_NODE_070_NODE_087,2025-08-06,2025-08-07,0.8446664140786265,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_042_20250806,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_042,2025-08-06,2025-08-07,0.7421958709247691,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_005_NODE_093_20250806,weather_shutdown,edge,EDGE_AIR_NODE_005_NODE_093,2025-08-06,2025-08-07,0.973785848512206,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_079_NODE_087_20250806,weather_shutdown,edge,EDGE_AIR_NODE_079_NODE_087,2025-08-06,2025-08-07,0.745894755041456,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_012_NODE_028_20250806,weather_shutdown,edge,EDGE_AIR_NODE_012_NODE_028,2025-08-06,2025-08-07,0.6804068426092901,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_003_NODE_092_20250808,weather_shutdown,edge,EDGE_AIR_NODE_003_NODE_092,2025-08-08,2025-08-09,0.8409131970632484,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_076_NODE_087_20250808,weather_shutdown,edge,EDGE_AIR_NODE_076_NODE_087,2025-08-08,2025-08-10,0.8404394094730797,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_003_NODE_012_20250808,weather_shutdown,edge,EDGE_AIR_NODE_003_NODE_012,2025-08-08,2025-08-10,0.9668656184357869,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_042_20250808,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_042,2025-08-08,2025-08-09,0.9159002418447194,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_094_NODE_099_20250808,weather_shutdown,edge,EDGE_AIR_NODE_094_NODE_099,2025-08-08,2025-08-10,0.8306120267306213,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_091_NODE_096_20250808,weather_shutdown,edge,EDGE_AIR_NODE_091_NODE_096,2025-08-08,2025-08-09,0.6904004488885668,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_021_NODE_038_20250808,weather_shutdown,edge,EDGE_AIR_NODE_021_NODE_038,2025-08-08,2025-08-09,0.9132930160295342,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_053_NODE_098_20250808,weather_shutdown,edge,EDGE_AIR_NODE_053_NODE_098,2025-08-08,2025-08-09,0.7932123464507227,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_098_NODE_099_20250808,weather_shutdown,edge,EDGE_AIR_NODE_098_NODE_099,2025-08-08,2025-08-09,0.8744795210901748,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_007_NODE_099_20250808,weather_shutdown,edge,EDGE_AIR_NODE_007_NODE_099,2025-08-08,2025-08-09,0.6628841676807821,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_020_NODE_083_20250808,weather_shutdown,edge,EDGE_AIR_NODE_020_NODE_083,2025-08-08,2025-08-09,0.8040730009275138,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_023_NODE_031_20250808,weather_shutdown,edge,EDGE_AIR_NODE_023_NODE_031,2025-08-08,2025-08-09,0.8461693993298052,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_061_NODE_099_20250808,weather_shutdown,edge,EDGE_AIR_NODE_061_NODE_099,2025-08-08,2025-08-10,0.8649700239826283,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_043_NODE_058_20250809,weather_shutdown,edge,EDGE_AIR_NODE_043_NODE_058,2025-08-09,2025-08-10,0.8083290959780544,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_029_NODE_099_20250809,weather_shutdown,edge,EDGE_AIR_NODE_029_NODE_099,2025-08-09,2025-08-11,0.7348501714274666,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_045_NODE_073_20250809,weather_shutdown,edge,EDGE_AIR_NODE_045_NODE_073,2025-08-09,2025-08-11,0.6353257963423725,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_015_NODE_031_20250809,weather_shutdown,edge,EDGE_AIR_NODE_015_NODE_031,2025-08-09,2025-08-11,0.8272107757700103,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_007_NODE_068_20250809,weather_shutdown,edge,EDGE_AIR_NODE_007_NODE_068,2025-08-09,2025-08-11,0.9886498189092906,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_066_20250809,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_066,2025-08-09,2025-08-10,0.9483094892402594,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_052_NODE_077_20250809,weather_shutdown,edge,EDGE_AIR_NODE_052_NODE_077,2025-08-09,2025-08-11,0.6832749942985961,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_066_NODE_091_20250809,weather_shutdown,edge,EDGE_AIR_NODE_066_NODE_091,2025-08-09,2025-08-10,0.982057016221017,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_016_NODE_069_20250809,weather_shutdown,edge,EDGE_AIR_NODE_016_NODE_069,2025-08-09,2025-08-10,0.8228038185599309,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_019_NODE_068_20250809,weather_shutdown,edge,EDGE_AIR_NODE_019_NODE_068,2025-08-09,2025-08-10,0.8213973739093865,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_060_NODE_065_20250809,weather_shutdown,edge,EDGE_AIR_NODE_060_NODE_065,2025-08-09,2025-08-10,0.862342964375838,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_067_NODE_094_20250809,weather_shutdown,edge,EDGE_AIR_NODE_067_NODE_094,2025-08-09,2025-08-10,0.9648515851374709,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_014_NODE_099_20250809,weather_shutdown,edge,EDGE_AIR_NODE_014_NODE_099,2025-08-09,2025-08-11,0.6488848869531031,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_043_NODE_069_20250810,weather_shutdown,edge,EDGE_AIR_NODE_043_NODE_069,2025-08-10,2025-08-11,0.7817419613397344,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_006_NODE_048_20250810,weather_shutdown,edge,EDGE_AIR_NODE_006_NODE_048,2025-08-10,2025-08-12,0.6430151815426909,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_051_20250810,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_051,2025-08-10,2025-08-11,0.6232552758867532,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_048_NODE_081_20250810,weather_shutdown,edge,EDGE_AIR_NODE_048_NODE_081,2025-08-10,2025-08-11,0.7061525695866289,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_014_NODE_099_20250810,weather_shutdown,edge,EDGE_AIR_NODE_014_NODE_099,2025-08-10,2025-08-11,0.8198072492776267,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_056_NODE_083_20250810,weather_shutdown,edge,EDGE_AIR_NODE_056_NODE_083,2025-08-10,2025-08-12,0.9787578555972862,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_028_NODE_051_20250810,weather_shutdown,edge,EDGE_AIR_NODE_028_NODE_051,2025-08-10,2025-08-11,0.7812647138492619,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_033_NODE_085_20250810,weather_shutdown,edge,EDGE_AIR_NODE_033_NODE_085,2025-08-10,2025-08-12,0.6378833028482565,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_019_NODE_061_20250810,weather_shutdown,edge,EDGE_AIR_NODE_019_NODE_061,2025-08-10,2025-08-11,0.8252317955217909,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_016_NODE_069_20250810,weather_shutdown,edge,EDGE_AIR_NODE_016_NODE_069,2025-08-10,2025-08-11,0.828280315053047,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_061_NODE_099_20250810,weather_shutdown,edge,EDGE_AIR_NODE_061_NODE_099,2025-08-10,2025-08-12,0.629330109093924,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_054_NODE_072_20250810,weather_shutdown,edge,EDGE_AIR_NODE_054_NODE_072,2025-08-10,2025-08-11,0.9477265315522625,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_021_NODE_068_20250810,weather_shutdown,edge,EDGE_AIR_NODE_021_NODE_068,2025-08-10,2025-08-12,0.6602692426057455,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_020_NODE_091_20250811,weather_shutdown,edge,EDGE_AIR_NODE_020_NODE_091,2025-08-11,2025-08-12,0.8697621032114706,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_024_NODE_058_20250811,weather_shutdown,edge,EDGE_AIR_NODE_024_NODE_058,2025-08-11,2025-08-13,0.8696577908570562,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_014_NODE_099_20250811,weather_shutdown,edge,EDGE_AIR_NODE_014_NODE_099,2025-08-11,2025-08-13,0.6041176544927819,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_066_20250811,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_066,2025-08-11,2025-08-12,0.8952080773540496,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_071_NODE_095_20250811,weather_shutdown,edge,EDGE_AIR_NODE_071_NODE_095,2025-08-11,2025-08-13,0.6058977408462616,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_036_NODE_081_20250811,weather_shutdown,edge,EDGE_AIR_NODE_036_NODE_081,2025-08-11,2025-08-12,0.7676668724535589,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_040_NODE_074_20250811,weather_shutdown,edge,EDGE_AIR_NODE_040_NODE_074,2025-08-11,2025-08-13,0.8029147809079469,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_073_NODE_084_20250811,weather_shutdown,edge,EDGE_AIR_NODE_073_NODE_084,2025-08-11,2025-08-13,0.9741172455609352,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_004_NODE_018_20250811,weather_shutdown,edge,EDGE_AIR_NODE_004_NODE_018,2025-08-11,2025-08-13,0.7649227093366118,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_051_NODE_071_20250811,weather_shutdown,edge,EDGE_AIR_NODE_051_NODE_071,2025-08-11,2025-08-12,0.7962128530907426,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_032_NODE_089_20250811,weather_shutdown,edge,EDGE_AIR_NODE_032_NODE_089,2025-08-11,2025-08-12,0.8601202900674869,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_049_NODE_096_20250811,weather_shutdown,edge,EDGE_AIR_NODE_049_NODE_096,2025-08-11,2025-08-13,0.7329191868005824,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_022_20250811,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_022,2025-08-11,2025-08-13,0.7665528652153628,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_060_NODE_065_20250812,weather_shutdown,edge,EDGE_AIR_NODE_060_NODE_065,2025-08-12,2025-08-14,0.8556096507503597,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_056_20250812,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_056,2025-08-12,2025-08-13,0.6406222393393398,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_061_NODE_099_20250812,weather_shutdown,edge,EDGE_AIR_NODE_061_NODE_099,2025-08-12,2025-08-13,0.6968569398903672,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_020_NODE_083_20250812,weather_shutdown,edge,EDGE_AIR_NODE_020_NODE_083,2025-08-12,2025-08-14,0.9195257310762045,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_051_NODE_071_20250812,weather_shutdown,edge,EDGE_AIR_NODE_051_NODE_071,2025-08-12,2025-08-13,0.7665780542332423,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_009_NODE_075_20250812,weather_shutdown,edge,EDGE_AIR_NODE_009_NODE_075,2025-08-12,2025-08-14,0.6423903556722738,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_094_NODE_099_20250812,weather_shutdown,edge,EDGE_AIR_NODE_094_NODE_099,2025-08-12,2025-08-14,0.6220366456374796,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_039_NODE_051_20250812,weather_shutdown,edge,EDGE_AIR_NODE_039_NODE_051,2025-08-12,2025-08-13,0.8956575031346975,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_025_NODE_079_20250812,weather_shutdown,edge,EDGE_AIR_NODE_025_NODE_079,2025-08-12,2025-08-14,0.9935239296322774,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_005_NODE_083_20250812,weather_shutdown,edge,EDGE_AIR_NODE_005_NODE_083,2025-08-12,2025-08-14,0.6689852756123457,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_033_NODE_085_20250812,weather_shutdown,edge,EDGE_AIR_NODE_033_NODE_085,2025-08-12,2025-08-14,0.6429480556693562,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_091_NODE_096_20250812,weather_shutdown,edge,EDGE_AIR_NODE_091_NODE_096,2025-08-12,2025-08-14,0.6314012789996006,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_083_NODE_091_20250812,weather_shutdown,edge,EDGE_AIR_NODE_083_NODE_091,2025-08-12,2025-08-13,0.7142473706878687,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_031_NODE_066_20250816,weather_shutdown,edge,EDGE_AIR_NODE_031_NODE_066,2025-08-16,2025-08-18,0.764175412878778,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_048_NODE_057_20250816,weather_shutdown,edge,EDGE_AIR_NODE_048_NODE_057,2025-08-16,2025-08-17,0.9266764060514646,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_020_NODE_031_20250816,weather_shutdown,edge,EDGE_AIR_NODE_020_NODE_031,2025-08-16,2025-08-17,0.9387648803721251,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_022_20250816,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_022,2025-08-16,2025-08-17,0.9747875531630887,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_045_NODE_086_20250816,weather_shutdown,edge,EDGE_AIR_NODE_045_NODE_086,2025-08-16,2025-08-17,0.6574701534366185,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_051_20250816,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_051,2025-08-16,2025-08-17,0.8554232461785909,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_008_NODE_074_20250816,weather_shutdown,edge,EDGE_AIR_NODE_008_NODE_074,2025-08-16,2025-08-18,0.795569225757458,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_070_NODE_087_20250816,weather_shutdown,edge,EDGE_AIR_NODE_070_NODE_087,2025-08-16,2025-08-17,0.7775666936796528,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_038_NODE_092_20250816,weather_shutdown,edge,EDGE_AIR_NODE_038_NODE_092,2025-08-16,2025-08-18,0.7485515893401873,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_049_NODE_091_20250816,weather_shutdown,edge,EDGE_AIR_NODE_049_NODE_091,2025-08-16,2025-08-17,0.7971904531369653,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_056_NODE_091_20250816,weather_shutdown,edge,EDGE_AIR_NODE_056_NODE_091,2025-08-16,2025-08-17,0.7519762140791483,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_044_NODE_093_20250816,weather_shutdown,edge,EDGE_AIR_NODE_044_NODE_093,2025-08-16,2025-08-18,0.9038615054695961,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_013_NODE_016_20250816,weather_shutdown,edge,EDGE_AIR_NODE_013_NODE_016,2025-08-16,2025-08-17,0.9786581810259849,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_025_NODE_044_20250818,weather_shutdown,edge,EDGE_AIR_NODE_025_NODE_044,2025-08-18,2025-08-19,0.7810320557383486,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_011_NODE_043_20250818,weather_shutdown,edge,EDGE_AIR_NODE_011_NODE_043,2025-08-18,2025-08-19,0.8802061798275223,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_051_20250818,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_051,2025-08-18,2025-08-20,0.9476873295593532,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_023_NODE_031_20250818,weather_shutdown,edge,EDGE_AIR_NODE_023_NODE_031,2025-08-18,2025-08-19,0.7975752059922216,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_098_NODE_099_20250818,weather_shutdown,edge,EDGE_AIR_NODE_098_NODE_099,2025-08-18,2025-08-20,0.6786509769699917,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_033_NODE_085_20250818,weather_shutdown,edge,EDGE_AIR_NODE_033_NODE_085,2025-08-18,2025-08-20,0.95009429751598,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_012_NODE_038_20250818,weather_shutdown,edge,EDGE_AIR_NODE_012_NODE_038,2025-08-18,2025-08-20,0.6340767002242522,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_054_NODE_072_20250818,weather_shutdown,edge,EDGE_AIR_NODE_054_NODE_072,2025-08-18,2025-08-20,0.7507372570610892,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_023_NODE_093_20250818,weather_shutdown,edge,EDGE_AIR_NODE_023_NODE_093,2025-08-18,2025-08-19,0.7280607439048291,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_040_NODE_074_20250818,weather_shutdown,edge,EDGE_AIR_NODE_040_NODE_074,2025-08-18,2025-08-19,0.7009745267637392,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_020_NODE_031_20250818,weather_shutdown,edge,EDGE_AIR_NODE_020_NODE_031,2025-08-18,2025-08-19,0.6899813967220966,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_016_NODE_069_20250818,weather_shutdown,edge,EDGE_AIR_NODE_016_NODE_069,2025-08-18,2025-08-20,0.9487056915349741,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_009_NODE_075_20250818,weather_shutdown,edge,EDGE_AIR_NODE_009_NODE_075,2025-08-18,2025-08-20,0.8241163447933937,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_006_NODE_034_20250819,weather_shutdown,edge,EDGE_AIR_NODE_006_NODE_034,2025-08-19,2025-08-21,0.6236645775086795,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_023_NODE_093_20250819,weather_shutdown,edge,EDGE_AIR_NODE_023_NODE_093,2025-08-19,2025-08-20,0.980028137582678,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_098_NODE_099_20250819,weather_shutdown,edge,EDGE_AIR_NODE_098_NODE_099,2025-08-19,2025-08-21,0.8000863244414552,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_048_NODE_081_20250819,weather_shutdown,edge,EDGE_AIR_NODE_048_NODE_081,2025-08-19,2025-08-21,0.69475964093661,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_079_NODE_087_20250819,weather_shutdown,edge,EDGE_AIR_NODE_079_NODE_087,2025-08-19,2025-08-20,0.9766753674626034,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_013_NODE_016_20250819,weather_shutdown,edge,EDGE_AIR_NODE_013_NODE_016,2025-08-19,2025-08-20,0.77019094631863,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_076_NODE_087_20250819,weather_shutdown,edge,EDGE_AIR_NODE_076_NODE_087,2025-08-19,2025-08-21,0.7713831061174682,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_051_NODE_071_20250819,weather_shutdown,edge,EDGE_AIR_NODE_051_NODE_071,2025-08-19,2025-08-20,0.6424103192252146,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_006_NODE_065_20250819,weather_shutdown,edge,EDGE_AIR_NODE_006_NODE_065,2025-08-19,2025-08-20,0.860561088639144,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_007_NODE_099_20250819,weather_shutdown,edge,EDGE_AIR_NODE_007_NODE_099,2025-08-19,2025-08-21,0.7498160324611167,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_061_NODE_092_20250819,weather_shutdown,edge,EDGE_AIR_NODE_061_NODE_092,2025-08-19,2025-08-21,0.648893467841429,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_061_NODE_068_20250819,weather_shutdown,edge,EDGE_AIR_NODE_061_NODE_068,2025-08-19,2025-08-20,0.6380286634890987,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_010_NODE_022_20250819,weather_shutdown,edge,EDGE_AIR_NODE_010_NODE_022,2025-08-19,2025-08-21,0.6248223143908269,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_025_NODE_044_20250820,weather_shutdown,edge,EDGE_AIR_NODE_025_NODE_044,2025-08-20,2025-08-22,0.6623471558948425,"{""closed"": true}"
SCN_WE_EDGE_AIR_NODE_026_NODE_069_20250820,weather_shutdown,edge,EDGE_AIR_NODE_026_NODE_069,2025-08-20,2025-08-22,0.6078804644494441,"{""closed"": true}"
