from_node,to_node,cost
NODE_013,NODE_043,1672.4501748562584
NODE_013,NODE_044,13087.002990556455
NODE_013,NODE_045,10088.23177499001
NODE_013,NODE_046,13228.588114560374
NODE_013,NODE_047,33581.17638724293
NODE_013,NODE_048,17578.902382695545
NODE_013,NODE_049,8357.244314081177
NODE_013,NODE_050,15814.539170888234
NODE_013,NODE_051,11187.883155890122
NODE_013,NODE_052,12005.459650753506
NODE_013,NODE_053,30405.958935098497
NODE_013,NODE_054,24151.302779602694
NODE_013,NODE_055,20512.986455015365
NODE_013,NODE_056,13461.778568651278
NODE_013,NODE_057,21177.487014004208
NODE_013,NODE_058,2409.3680191657295
NODE_013,NODE_059,37552.50769580565
NODE_013,NODE_060,26614.480059893565
NODE_013,NODE_061,24945.69970428022
NODE_013,NODE_062,10287.566664478025
NODE_013,NODE_063,38467.5224284798
NODE_013,NODE_064,10348.046405155548
NODE_013,NODE_065,20508.55443221626
NODE_013,NODE_066,16587.330449071957
NODE_013,NODE_067,30193.37711486678
NODE_013,NODE_068,23986.57031539668
NODE_013,NODE_069,7783.34635810264
NODE_013,NODE_070,10083.161586153607
NODE_013,NODE_071,6644.156087168141
NODE_013,NODE_072,16510.704197099476
NODE_013,NODE_073,8849.51005695253
NODE_013,NODE_074,32533.15540862066
NODE_013,NODE_075,14581.707777661582
NODE_013,NODE_076,10005.765729944545
NODE_013,NODE_077,15535.884996797307
NODE_013,NODE_078,16642.461297466187
NODE_013,NODE_079,9665.09738988756
NODE_013,NODE_080,29082.933260440142
NODE_013,NODE_081,20379.469486291007
NODE_013,NODE_082,23857.106622771447
NODE_013,NODE_083,8454.471157691481
NODE_013,NODE_084,11645.252919511473
NODE_013,NODE_085,35962.12479687691
NODE_013,NODE_086,6862.153973816407
NODE_013,NODE_087,8461.701411302163
NODE_013,NODE_088,15938.905137535849
NODE_013,NODE_089,13110.73819171256
NODE_013,NODE_090,11647.753981877473
NODE_013,NODE_091,12043.73956783448
NODE_013,NODE_092,20138.568361961094
NODE_013,NODE_093,19108.713517079712
NODE_013,NODE_094,29995.066264511675
NODE_013,NODE_095,8729.547439037591
NODE_013,NODE_096,9382.908468203357
NODE_013,NODE_097,33608.382789126554
NODE_013,NODE_098,23501.81233759619
NODE_013,NODE_099,27606.28010692471
NODE_014,NODE_015,52831.1862511721
NODE_014,NODE_016,31074.091682943144
NODE_014,NODE_017,49828.546404342655
NODE_014,NODE_018,33790.04264299465
NODE_014,NODE_019,7552.032594081758
NODE_014,NODE_020,42599.24618039736
NODE_014,NODE_021,9940.437441125021
NODE_014,NODE_022,23918.999874836623
NODE_014,NODE_023,46698.994173567786
NODE_014,NODE_024,33843.947838660024
NODE_014,NODE_025,30349.30277986155
NODE_014,NODE_026,27499.29558950291
NODE_014,NODE_027,24519.63620447676
NODE_014,NODE_028,20062.28818045199
NODE_014,NODE_029,2537.5659976135144
NODE_014,NODE_030,23941.20354464096
NODE_014,NODE_031,44193.17934974572
NODE_014,NODE_032,22923.71126699862
NODE_014,NODE_033,33580.831000958795
NODE_014,NODE_034,31114.331336956693
NODE_014,NODE_035,17013.459552966695
NODE_014,NODE_036,36760.98279954641
NODE_014,NODE_037,25119.019134535243
NODE_014,NODE_038,10839.872712888158
NODE_014,NODE_039,22645.200134655788
NODE_014,NODE_040,30945.192512883274
NODE_014,NODE_041,37731.383945017624
NODE_014,NODE_042,22451.477995018864
NODE_014,NODE_043,29886.33600322368
NODE_014,NODE_044,35305.57439122479
NODE_014,NODE_045,31643.102505825897
NODE_014,NODE_046,38819.4587351006
NODE_014,NODE_047,18691.49876640334
NODE_014,NODE_048,33355.21443157009
NODE_014,NODE_049,35770.83396940485
NODE_014,NODE_050,41713.500228884484
NODE_014,NODE_051,22930.731316918533
NODE_014,NODE_052,38060.96158003834
NODE_014,NODE_053,15516.281314258904
NODE_014,NODE_054,53438.06589480133
NODE_014,NODE_055,42731.557855683706
NODE_014,NODE_056,42748.54168384991
NODE_014,NODE_057,29600.512812168265
NODE_014,NODE_058,31464.103653087463
NODE_014,NODE_059,26032.056832879345
NODE_014,NODE_060,35037.50585805762
NODE_014,NODE_061,6271.969950629868
NODE_014,NODE_062,34930.304664061776
NODE_014,NODE_063,23577.844807640206
NODE_014,NODE_064,36403.548334440384
NODE_014,NODE_065,30269.44539395621
NODE_014,NODE_066,45874.09356427059
NODE_014,NODE_067,2840.052318065009
NODE_014,NODE_068,5300.192799801956
NODE_014,NODE_069,28782.604166410973
NODE_014,NODE_070,29489.739456081777
NODE_014,NODE_071,24914.6300909118
NODE_014,NODE_072,43210.485515053064
NODE_014,NODE_073,30404.380787788414
NODE_014,NODE_074,31051.409120064334
NODE_014,NODE_075,15667.930446516164
NODE_014,NODE_076,28331.034472084244
NODE_014,NODE_077,41126.75561733753
NODE_014,NODE_078,40443.60231821955
NODE_014,NODE_079,30051.65765323842
NODE_014,NODE_080,1119.669201027364
NODE_014,NODE_081,37578.99647190426
NODE_014,NODE_082,43263.68449269962
NODE_014,NODE_083,37741.23427289011
NODE_014,NODE_084,33200.123650347356
NODE_014,NODE_085,27622.43973180809
NODE_014,NODE_086,34275.74362914008
NODE_014,NODE_087,28848.261674653026
NODE_014,NODE_088,45225.66825273448
NODE_014,NODE_089,16176.024923486073
NODE_014,NODE_090,26689.04622015132
NODE_014,NODE_091,41330.50268303311
NODE_014,NODE_092,9148.194753237542
NODE_014,NODE_093,41327.28491774805
NODE_014,NODE_094,1331.9963593484429
NODE_014,NODE_095,24957.005159755245
NODE_014,NODE_096,36796.49812352703
NODE_014,NODE_097,31319.3940954306
NODE_014,NODE_098,8612.134716756598
NODE_014,NODE_099,1680.483008273924
NODE_015,NODE_016,23473.141497803488
NODE_015,NODE_017,3165.439405133941
NODE_015,NODE_018,19203.94316648194
NODE_015,NODE_019,49770.18548370559
NODE_015,NODE_020,11555.286119093884
NODE_015,NODE_021,45717.93274920124
NODE_015,NODE_022,30240.707149412836
NODE_015,NODE_023,6768.8524158580785
NODE_015,NODE_024,20233.415716177777
NODE_015,NODE_025,22481.883471310543
NODE_015,NODE_026,26247.64141819997
NODE_015,NODE_027,38381.286779571776
NODE_015,NODE_028,34871.43998501019
NODE_015,NODE_029,52115.137553879984
NODE_015,NODE_030,29805.733463061923
NODE_015,NODE_031,8800.806459730875
NODE_015,NODE_032,30994.255440500605
NODE_015,NODE_033,51428.867751610276
NODE_015,NODE_034,27263.724968022474
NODE_015,NODE_035,55447.560309779765
NODE_015,NODE_036,26068.678718909265
NODE_015,NODE_037,27712.167116636854
NODE_015,NODE_038,44025.23162432095
NODE_015,NODE_039,30185.98611651631
NODE_015,NODE_040,53140.6430577572
NODE_015,NODE_041,23506.243461935395
NODE_015,NODE_042,31295.45901268402
NODE_015,NODE_043,24273.371021025778
NODE_015,NODE_044,17525.611859947305
NODE_015,NODE_045,23081.14571326627
NODE_015,NODE_046,25058.94956076298
NODE_015,NODE_047,57125.599523216406
NODE_015,NODE_048,31637.831221581186
NODE_015,NODE_049,17976.10303829803
NODE_015,NODE_050,27644.90061709084
NODE_015,NODE_051,33788.80400205964
NODE_015,NODE_052,23835.82109695611
NODE_015,NODE_053,53950.382071071974
NODE_015,NODE_054,1226.983219399465
NODE_015,NODE_055,13891.855012507855
NODE_015,NODE_056,10245.444125626684
NODE_015,NODE_057,35392.53284098302
NODE_015,NODE_058,22695.603371161997
NODE_015,NODE_059,51767.55352278447
NODE_015,NODE_060,40829.525886872376
NODE_015,NODE_061,48490.122840253694
NODE_015,NODE_062,22233.119648628934
NODE_015,NODE_063,58522.264992053846
NODE_015,NODE_064,22178.40785135815
NODE_015,NODE_065,35194.346239628496
NODE_015,NODE_066,10481.720674255745
NODE_015,NODE_067,53737.80025084025
NODE_015,NODE_068,47530.99345137015
NODE_015,NODE_069,24964.33284129191
NODE_015,NODE_070,25639.13308714756
NODE_015,NODE_071,29245.07693333766
NODE_015,NODE_072,9620.700736119032
NODE_015,NODE_073,23342.55621991447
NODE_015,NODE_074,46748.201235599474
NODE_015,NODE_075,38126.130913635054
NODE_015,NODE_076,25586.93223541498
NODE_015,NODE_077,27366.246442999913
NODE_015,NODE_078,28472.822743668792
NODE_015,NODE_079,22839.471938187206
NODE_015,NODE_080,52627.35639641362
NODE_015,NODE_081,29932.717921009375
NODE_015,NODE_082,19565.977025756052
NODE_015,NODE_083,15252.75153658648
NODE_015,NODE_084,24638.16685778773
NODE_015,NODE_085,50177.17062385572
NODE_015,NODE_086,19471.193378562803
NODE_015,NODE_087,24042.8679167726
NODE_015,NODE_088,9439.380861466312
NODE_015,NODE_089,36655.16132768603
NODE_015,NODE_090,27228.920487347907
NODE_015,NODE_091,11663.483126443482
NODE_015,NODE_092,43682.99149793456
NODE_015,NODE_093,12487.582074572201
NODE_015,NODE_094,53539.489400485145
NODE_015,NODE_095,29185.628605686095
NODE_015,NODE_096,17436.366854199863
NODE_015,NODE_097,47823.42861610537
NODE_015,NODE_098,47046.235473569664
NODE_015,NODE_099,51150.703242898184
NODE_016,NODE_017,20307.702092669548
NODE_016,NODE_018,6257.183534263304
NODE_016,NODE_019,28013.090915476623
NODE_016,NODE_020,13078.40186872425
NODE_016,NODE_021,23960.83818097228
NODE_016,NODE_022,7155.091808106523
NODE_016,NODE_023,19714.6915813562
NODE_016,NODE_024,6511.973215085192
NODE_016,NODE_025,11315.572654570482
NODE_016,NODE_026,6206.449080434978
NODE_016,NODE_027,15708.44145481204
NODE_016,NODE_028,13685.259185772928
NODE_016,NODE_029,30358.042985651027
NODE_016,NODE_030,7220.313300195347
NODE_016,NODE_031,14672.335038072611
NODE_016,NODE_032,18273.29478960589
NODE_016,NODE_033,40074.02777920719
NODE_016,NODE_034,14567.959321604247
NODE_016,NODE_035,33690.4657415508
NODE_016,NODE_036,20214.61078419396
NODE_016,NODE_037,7027.949835239108
NODE_016,NODE_038,22268.137056091997
NODE_016,NODE_039,9501.768835118564
NODE_016,NODE_040,41785.80308535411
NODE_016,NODE_041,8815.67616115707
NODE_016,NODE_042,8622.61368792428
NODE_016,NODE_043,1187.7556797194632
NODE_016,NODE_044,15052.25385963143
NODE_016,NODE_045,7228.025920414289
NODE_016,NODE_046,10368.382259984654
NODE_016,NODE_047,35368.50495498744
NODE_016,NODE_048,20439.108237271266
NODE_016,NODE_049,5497.038459505456
NODE_016,NODE_050,12954.333316312513
NODE_016,NODE_051,10703.188660753327
NODE_016,NODE_052,9145.253796177785
NODE_016,NODE_053,32193.28750284301
NODE_016,NODE_054,23917.221583128223
NODE_016,NODE_055,22478.23732409034
NODE_016,NODE_056,13227.697372176803
NODE_016,NODE_057,24037.69286857993
NODE_016,NODE_058,2765.5233295832454
NODE_016,NODE_059,40412.71355038138
NODE_016,NODE_060,29474.685914469286
NODE_016,NODE_061,26733.028272024734
NODE_016,NODE_062,7427.360809902302
NODE_016,NODE_063,40254.85099622431
NODE_016,NODE_064,7487.8405505798255
NODE_016,NODE_065,23368.76028679198
NODE_016,NODE_066,16353.249252597481
NODE_016,NODE_067,31980.70568261129
NODE_016,NODE_068,25773.89888314119
NODE_016,NODE_069,4923.140503526918
NODE_016,NODE_070,12943.36744072933
NODE_016,NODE_071,6159.461592031346
NODE_016,NODE_072,18264.608203566757
NODE_016,NODE_073,5989.304202376808
NODE_016,NODE_074,35393.361263196384
NODE_016,NODE_075,16369.08773259553
NODE_016,NODE_076,12865.971584520266
NODE_016,NODE_077,12675.679142221587
NODE_016,NODE_078,13782.255442890466
NODE_016,NODE_079,12525.303244463283
NODE_016,NODE_080,30870.261828184655
NODE_016,NODE_081,23239.67534086673
NODE_016,NODE_082,26717.31247734717
NODE_016,NODE_083,10208.375164158762
NODE_016,NODE_084,8785.047064935752
NODE_016,NODE_085,38822.330651452634
NODE_016,NODE_086,4001.9481192406856
NODE_016,NODE_087,11321.907265877886
NODE_016,NODE_088,15704.823941061373
NODE_016,NODE_089,15970.944046288281
NODE_016,NODE_090,14507.959836453194
NODE_016,NODE_091,11809.658371360005
NODE_016,NODE_092,21925.896929705606
NODE_016,NODE_093,21073.964386154687
NODE_016,NODE_094,31782.394832256185
NODE_016,NODE_095,8244.852943900796
NODE_016,NODE_096,6522.702613627636
NODE_016,NODE_097,36468.58864370228
NODE_016,NODE_098,25289.140905340704
NODE_016,NODE_099,29393.608674669224
NODE_017,NODE_018,16038.503761347996
NODE_017,NODE_019,46767.54563687614
NODE_017,NODE_020,8389.846713959942
NODE_017,NODE_021,42715.29290237179
NODE_017,NODE_022,27075.267744278895
NODE_017,NODE_023,7197.043447578798
NODE_017,NODE_024,17067.976311043833
NODE_017,NODE_025,23037.00097439147
NODE_017,NODE_026,23082.202013066028
NODE_017,NODE_027,35215.847374437835
NODE_017,NODE_028,31868.80013818074
NODE_017,NODE_029,49112.497707050534
NODE_017,NODE_030,26640.29405792798
NODE_017,NODE_031,5635.367054596934
NODE_017,NODE_032,32059.106810475092
NODE_017,NODE_033,51857.05878333099
NODE_017,NODE_034,28328.57633799696
NODE_017,NODE_035,52444.920462950315
NODE_017,NODE_036,26496.86975062998
NODE_017,NODE_037,24709.527269807404
NODE_017,NODE_038,41022.5917774915
NODE_017,NODE_039,27183.34626968686
NODE_017,NODE_040,53568.83408947792
NODE_017,NODE_041,20340.80405680145
NODE_017,NODE_042,28130.019607550075
NODE_017,NODE_043,21107.931615891837
NODE_017,NODE_044,18590.463229921796
NODE_017,NODE_045,19915.706308132325
NODE_017,NODE_046,21893.510155629036
NODE_017,NODE_047,54122.959676386956
NODE_017,NODE_048,32066.0222533019
NODE_017,NODE_049,14810.663633164088
NODE_017,NODE_050,24479.461211956896
NODE_017,NODE_051,30623.364596925698
NODE_017,NODE_052,20670.381691822167
NODE_017,NODE_053,50947.742224242524
NODE_017,NODE_054,4109.874439261892
NODE_017,NODE_055,14320.046044228573
NODE_017,NODE_056,7080.004720492742
NODE_017,NODE_057,35820.72387270373
NODE_017,NODE_058,19530.163966028056
NODE_017,NODE_059,52195.74455450518
NODE_017,NODE_060,41257.71691859309
NODE_017,NODE_061,45487.482993424244
NODE_017,NODE_062,19067.680243494986
NODE_017,NODE_063,58950.45602377456
NODE_017,NODE_064,19012.968446224208
NODE_017,NODE_065,35622.53727134921
NODE_017,NODE_066,7316.281269121804
NODE_017,NODE_067,50735.1604040108
NODE_017,NODE_068,44528.3536045407
NODE_017,NODE_069,21798.893436157967
NODE_017,NODE_070,26703.984457122046
NODE_017,NODE_071,26079.63752820372
NODE_017,NODE_072,10685.552106093523
NODE_017,NODE_073,20177.116814780526
NODE_017,NODE_074,47176.39226732019
NODE_017,NODE_075,35123.4910668056
NODE_017,NODE_076,26651.783605389468
NODE_017,NODE_077,24200.80703786597
NODE_017,NODE_078,25307.383338534848
NODE_017,NODE_079,23904.323308161693
NODE_017,NODE_080,49624.71654958417
NODE_017,NODE_081,30360.90895273009
NODE_017,NODE_082,19994.168057476767
NODE_017,NODE_083,12087.312131452538
NODE_017,NODE_084,21472.727452653788
NODE_017,NODE_085,50605.36165557644
NODE_017,NODE_086,16305.753973428858
NODE_017,NODE_087,25107.719286747088
NODE_017,NODE_088,6799.779944040729
NODE_017,NODE_089,33652.52148085658
NODE_017,NODE_090,28293.771857322394
NODE_017,NODE_091,8498.04372130954
NODE_017,NODE_092,40680.35165110511
NODE_017,NODE_093,12915.77310629292
NODE_017,NODE_094,50536.849553655695
NODE_017,NODE_095,26020.18920055215
NODE_017,NODE_096,14270.927449065919
NODE_017,NODE_097,48251.61964782608
NODE_017,NODE_098,44043.595626740214
NODE_017,NODE_099,48148.063396068734
NODE_018,NODE_019,30729.04187552813
NODE_018,NODE_020,8809.203537402702
NODE_018,NODE_021,26676.78914102379
NODE_018,NODE_022,11036.763982930901
NODE_018,NODE_023,15445.493250034651
NODE_018,NODE_024,1029.4725496958372
NODE_018,NODE_025,6998.497213043474
NODE_018,NODE_026,12463.632614698283
NODE_018,NODE_027,19590.11362963642
NODE_018,NODE_028,15830.296376832748
NODE_018,NODE_029,33073.99394570253
NODE_018,NODE_030,11101.985475019726
NODE_018,NODE_031,10403.136706751064
NODE_018,NODE_032,19536.286830452926
NODE_018,NODE_033,41337.01982005422
NODE_018,NODE_034,15830.951362451282
NODE_018,NODE_035,36406.41670160231
NODE_018,NODE_036,21477.602825040995
NODE_018,NODE_037,8671.02350845941
NODE_018,NODE_038,24984.088016143505
NODE_018,NODE_039,11144.842508338865
NODE_018,NODE_040,43048.79512620115
NODE_018,NODE_041,14228.36920863602
NODE_018,NODE_042,12504.28586274866
NODE_018,NODE_043,5069.427854543841
NODE_018,NODE_044,10735.17841810442
NODE_018,NODE_045,13485.209454677595
NODE_018,NODE_046,15781.075307463605
NODE_018,NODE_047,38084.455915038954
NODE_018,NODE_048,21702.1002781183
NODE_018,NODE_049,9184.156755022668
NODE_018,NODE_050,18367.026363791465
NODE_018,NODE_051,14584.860835577705
NODE_018,NODE_052,14557.946843656737
NODE_018,NODE_053,34909.23846289452
NODE_018,NODE_054,19648.023251806673
NODE_018,NODE_055,18161.161882563334
NODE_018,NODE_056,8958.499040855255
NODE_018,NODE_057,25300.684909426964
NODE_018,NODE_058,3491.6602046800585
NODE_018,NODE_059,41675.70559122841
NODE_018,NODE_060,30737.67795531632
NODE_018,NODE_061,29448.979232076243
NODE_018,NODE_062,13441.173365353568
NODE_018,NODE_063,42970.80195627583
NODE_018,NODE_064,12900.533598058777
NODE_018,NODE_065,24631.752327639017
NODE_018,NODE_066,12084.050921275933
NODE_018,NODE_067,34696.6566426628
NODE_018,NODE_068,28489.8498431927
NODE_018,NODE_069,11180.324037790222
NODE_018,NODE_070,14206.359481576364
NODE_018,NODE_071,10041.133766855724
NODE_018,NODE_072,12007.424669303455
NODE_018,NODE_073,12246.487736640112
NODE_018,NODE_074,36656.35330404342
NODE_018,NODE_075,19084.987305457602
NODE_018,NODE_076,14128.963625367302
NODE_018,NODE_077,18088.372189700538
NODE_018,NODE_078,19194.948490369417
NODE_018,NODE_079,11492.535686682872
NODE_018,NODE_080,33586.21278823617
NODE_018,NODE_081,24502.667381713763
NODE_018,NODE_082,23835.28389581153
NODE_018,NODE_083,3951.191629895458
NODE_018,NODE_084,15042.230599199058
NODE_018,NODE_085,40085.32269229967
NODE_018,NODE_086,10259.13165350399
NODE_018,NODE_087,12584.899306724921
NODE_018,NODE_088,11435.625609739825
NODE_018,NODE_089,17614.01771950858
NODE_018,NODE_090,15770.95187730023
NODE_018,NODE_091,7540.460040038456
NODE_018,NODE_092,24641.847889757115
NODE_018,NODE_093,16756.88894462768
NODE_018,NODE_094,34498.34579230769
NODE_018,NODE_095,12126.525118725174
NODE_018,NODE_096,8158.4926009004885
NODE_018,NODE_097,37731.58068454931
NODE_018,NODE_098,28005.091865392213
NODE_018,NODE_099,32109.559634720732
NODE_019,NODE_020,39538.245412930824
NODE_019,NODE_021,7449.743977933302
NODE_019,NODE_022,20857.999107370102
NODE_019,NODE_023,43637.99340610126
NODE_019,NODE_024,30782.9470711935
NODE_019,NODE_025,27288.302012395026
NODE_019,NODE_026,24438.29482203639
NODE_019,NODE_027,21458.635437010238
NODE_019,NODE_028,17001.287412985464
NODE_019,NODE_029,6685.625454618249
NODE_019,NODE_030,20880.20277717444
NODE_019,NODE_031,41132.178582279186
NODE_019,NODE_032,19862.710499532095
NODE_019,NODE_033,33746.74298650392
NODE_019,NODE_034,28053.33056949017
NODE_019,NODE_035,17179.371538511823
NODE_019,NODE_036,33699.98203207988
NODE_019,NODE_037,22058.01836706872
NODE_019,NODE_038,7778.871945421633
NODE_019,NODE_039,19584.199367189263
NODE_019,NODE_040,31111.1044984284
NODE_019,NODE_041,34670.3831775511
NODE_019,NODE_042,19390.477227552343
NODE_019,NODE_043,26825.335235757164
NODE_019,NODE_044,32244.573623758264
NODE_019,NODE_045,28582.101738359375
NODE_019,NODE_046,35758.45796763407
NODE_019,NODE_047,18857.410751948468
NODE_019,NODE_048,30294.21366410357
NODE_019,NODE_049,32709.83320193833
NODE_019,NODE_050,38652.49946141796
NODE_019,NODE_051,19869.73054945201
NODE_019,NODE_052,34999.960812571815
NODE_019,NODE_053,15682.193299804032
NODE_019,NODE_054,50377.0651273348
NODE_019,NODE_055,39670.557088217174
NODE_019,NODE_056,39687.540916383376
NODE_019,NODE_057,26539.51204470174
NODE_019,NODE_058,28403.102885620945
NODE_019,NODE_059,26197.968818424473
NODE_019,NODE_060,31976.505090591098
NODE_019,NODE_061,1280.0626434518895
NODE_019,NODE_062,31869.30389659525
NODE_019,NODE_063,23743.756793185334
NODE_019,NODE_064,33342.54756697386
NODE_019,NODE_065,27208.444626489687
NODE_019,NODE_066,42813.092796804056
NODE_019,NODE_067,7174.612331958095
NODE_019,NODE_068,2251.839794279801
NODE_019,NODE_069,25721.60339894445
NODE_019,NODE_070,26428.738688615253
NODE_019,NODE_071,21853.62932344528
NODE_019,NODE_072,40149.48474758654
NODE_019,NODE_073,27343.380020321893
NODE_019,NODE_074,31217.321105609462
NODE_019,NODE_075,12606.92967904964
NODE_019,NODE_076,25270.03370461772
NODE_019,NODE_077,38065.754849871
NODE_019,NODE_078,37382.60155075303
NODE_019,NODE_079,26990.656885771896
NODE_019,NODE_080,7348.2027393232665
NODE_019,NODE_081,34517.99570443773
NODE_019,NODE_082,40202.683725233095
NODE_019,NODE_083,34680.23350542358
NODE_019,NODE_084,30139.122882880838
NODE_019,NODE_085,27788.351717353216
NODE_019,NODE_086,31214.74286167356
NODE_019,NODE_087,25787.2609071865
NODE_019,NODE_088,42164.66748526795
NODE_019,NODE_089,13115.024156019548
NODE_019,NODE_090,23628.045452684793
NODE_019,NODE_091,38269.50191556658
NODE_019,NODE_092,6087.193985771017
NODE_019,NODE_093,38266.28415028152
NODE_019,NODE_094,8109.977301223408
NODE_019,NODE_095,21896.004392288723
NODE_019,NODE_096,33735.497356060514
NODE_019,NODE_097,31485.30608097573
NODE_019,NODE_098,8778.046702301725
NODE_019,NODE_099,5871.549585807834
NODE_020,NODE_021,35485.9926784265
NODE_020,NODE_022,19845.967520333605
NODE_020,NODE_023,7796.836202646596
NODE_020,NODE_024,9838.676087098538
NODE_020,NODE_025,15807.700750446176
NODE_020,NODE_026,15852.901789120733
NODE_020,NODE_027,27986.54715049254
NODE_020,NODE_028,24639.49991423545
NODE_020,NODE_029,41883.19748310524
NODE_020,NODE_030,19410.993833982684
NODE_020,NODE_031,2754.479659363008
NODE_020,NODE_032,28345.49036785563
NODE_020,NODE_033,50146.22335745693
NODE_020,NODE_034,24640.154899853984
NODE_020,NODE_035,45215.620239005024
NODE_020,NODE_036,27096.66250569778
NODE_020,NODE_037,17480.227045862113
NODE_020,NODE_038,33793.29155354621
NODE_020,NODE_039,19954.04604574157
NODE_020,NODE_040,51857.99866360386
NODE_020,NODE_041,13111.503832856157
NODE_020,NODE_042,20900.71938360478
NODE_020,NODE_043,13878.631391946543
NODE_020,NODE_044,16324.333254436362
NODE_020,NODE_045,12686.40608418703
NODE_020,NODE_046,14664.209931683741
NODE_020,NODE_047,46893.659452441665
NODE_020,NODE_048,30511.303815521005
NODE_020,NODE_049,7581.363409218794
NODE_020,NODE_050,17250.1609880116
NODE_020,NODE_051,23394.064372980407
NODE_020,NODE_052,13441.081467876873
NODE_020,NODE_053,43718.44200029723
NODE_020,NODE_054,11999.366204418619
NODE_020,NODE_055,14919.838799296373
NODE_020,NODE_056,1309.8419934671997
NODE_020,NODE_057,34109.888446829675
NODE_020,NODE_058,12300.86374208276
NODE_020,NODE_059,50484.90912863112
NODE_020,NODE_060,39546.88149271903
NODE_020,NODE_061,38258.18276947895
NODE_020,NODE_062,11838.380019549695
NODE_020,NODE_063,51780.00549367854
NODE_020,NODE_064,11783.668222278915
NODE_020,NODE_065,33440.955865041724
NODE_020,NODE_066,4118.076005625017
NODE_020,NODE_067,43505.86018006551
NODE_020,NODE_068,37299.05338059541
NODE_020,NODE_069,14569.593212212672
NODE_020,NODE_070,23015.563018979068
NODE_020,NODE_071,18850.337304258428
NODE_020,NODE_072,8498.11248139338
NODE_020,NODE_073,12947.81659083523
NODE_020,NODE_074,45465.55684144613
NODE_020,NODE_075,27894.190842860306
NODE_020,NODE_076,22938.167162770005
NODE_020,NODE_077,16971.506813920674
NODE_020,NODE_078,18078.083114589554
NODE_020,NODE_079,20301.739224085573
NODE_020,NODE_080,42395.41632563888
NODE_020,NODE_081,30960.70170779789
NODE_020,NODE_082,20593.960812544567
NODE_020,NODE_083,4858.011907507243
NODE_020,NODE_084,14243.427228708493
NODE_020,NODE_085,48894.52622970238
NODE_020,NODE_086,9076.453749483564
NODE_020,NODE_087,21394.102844127625
NODE_020,NODE_088,3786.9685623517707
NODE_020,NODE_089,26423.221256911285
NODE_020,NODE_090,24580.15541470293
NODE_020,NODE_091,1268.7434973642457
NODE_020,NODE_092,33451.05142715982
NODE_020,NODE_093,13515.56586136072
NODE_020,NODE_094,43307.549329710404
NODE_020,NODE_095,18790.888976606857
NODE_020,NODE_096,7041.627225120626
NODE_020,NODE_097,46540.784221952024
NODE_020,NODE_098,36814.29540279492
NODE_020,NODE_099,40918.76317212344
NODE_021,NODE_022,16805.74637286576
NODE_021,NODE_023,39585.74067159693
NODE_021,NODE_024,26730.694336689165
NODE_021,NODE_025,23236.049277890692
NODE_021,NODE_026,20386.04208753205
NODE_021,NODE_027,17406.382702505896
NODE_021,NODE_028,12949.034678481125
NODE_021,NODE_029,9224.3887438329
NODE_021,NODE_030,16827.950042670098
NODE_021,NODE_031,37079.92584777485
NODE_021,NODE_032,15810.457765027755
NODE_021,NODE_033,26296.999008570623
NODE_021,NODE_034,24001.077834985826
NODE_021,NODE_035,9729.627560578521
NODE_021,NODE_036,29647.729297575537
NODE_021,NODE_037,18005.76563256438
NODE_021,NODE_038,1692.701124880286
NODE_021,NODE_039,15531.946632684925
NODE_021,NODE_040,23661.360520495095
NODE_021,NODE_041,30618.130443046757
NODE_021,NODE_042,15338.224493048001
NODE_021,NODE_043,22773.082501252822
NODE_021,NODE_044,28192.32088925393
NODE_021,NODE_045,24529.849003855034
NODE_021,NODE_046,31706.20523312973
NODE_021,NODE_047,11407.666774015164
NODE_021,NODE_048,26241.96092959923
NODE_021,NODE_049,28657.58046743399
NODE_021,NODE_050,34600.24672691362
NODE_021,NODE_051,15817.47781494767
NODE_021,NODE_052,30947.708078067473
NODE_021,NODE_053,8232.44932187073
NODE_021,NODE_054,46324.81239283046
NODE_021,NODE_055,35618.30435371284
NODE_021,NODE_056,35635.28818187904
NODE_021,NODE_057,22487.2593101974
NODE_021,NODE_058,24350.850151116603
NODE_021,NODE_059,18748.22484049117
NODE_021,NODE_060,27924.25235608676
NODE_021,NODE_061,6169.681334481413
NODE_021,NODE_062,27817.05116209091
NODE_021,NODE_063,16294.012815252034
NODE_021,NODE_064,29290.294832469513
NODE_021,NODE_065,23156.19189198535
NODE_021,NODE_066,38760.84006229972
NODE_021,NODE_067,10847.051440793164
NODE_021,NODE_068,7141.458485309325
NODE_021,NODE_069,21669.35066444011
NODE_021,NODE_070,22376.48595411091
NODE_021,NODE_071,17801.376588940937
NODE_021,NODE_072,36097.232013082205
NODE_021,NODE_073,23291.12728581755
NODE_021,NODE_074,23767.57712767616
NODE_021,NODE_075,8554.6769445453
NODE_021,NODE_076,21217.780970113377
NODE_021,NODE_077,34013.50211536666
NODE_021,NODE_078,33330.34881624869
NODE_021,NODE_079,22938.404151267558
NODE_021,NODE_080,9736.607586366528
NODE_021,NODE_081,30465.742969933395
NODE_021,NODE_082,36150.430990728746
NODE_021,NODE_083,30627.980770919246
NODE_021,NODE_084,26086.870148376496
NODE_021,NODE_085,20338.607739419913
NODE_021,NODE_086,27162.490127169218
NODE_021,NODE_087,21735.008172682163
NODE_021,NODE_088,38112.414750763615
